ok,provider,model,preset_id,preset_title,simulation_type,sample_size,run_id,status,elapsed_seconds,seconds_per_response,responses_per_minute,total_responses,parse_failed,parse_success_rate,sample_quality_grade,overall_grade,metric_keys_json,result_json_path,sqlite_path,error
True,gemini,gemini-3-flash-preview,galaxy-creative,Galaxy 광고 크리에이티브 비교,creative_testing,200,3a4ccff2-9633-41fb-823d-3bc515b46e71,completed,226.093,1.13,53.08,200,0,100.0,A,A,"[""choice_counts"", ""choice_pct"", ""creatives"", ""reasons_by_choice""]",docs/verification/model-comparison-20260504T061134Z/run-results/gemini-gemini-3-flash-preview-galaxy-creative-200-3a4ccff2-9633-41fb-823d-3bc515b46e71.json,/Users/qts/obsidian-org-knowledge/org/organization/product/waterfall.run/koresim/docs/verification/model-comparison-20260504T061134Z/experiment.sqlite3,
True,ollama,gemma3:27b,galaxy-creative,Galaxy 광고 크리에이티브 비교,creative_testing,200,fd05ed1f-9c89-4f1f-a821-f568ca1776f1,completed,760.333,3.802,15.78,200,0,100.0,A,A,"[""choice_counts"", ""choice_pct"", ""creatives"", ""reasons_by_choice""]",docs/verification/model-comparison-20260504T061134Z/run-results/ollama-gemma3-27b-galaxy-creative-200-fd05ed1f-9c89-4f1f-a821-f568ca1776f1.json,/Users/qts/obsidian-org-knowledge/org/organization/product/waterfall.run/koresim/docs/verification/model-comparison-20260504T061134Z/experiment.sqlite3,
